f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
1597,17,3,1,3,0.3,0.3,99,95,86,3
1598,17,3,1,3,0.3,0.3,99,95,86,3
1599,17,3,1,4,0.2,0.5,99,95,86,3
1600,17,3,1,4,0.2,0.5,99,95,86,3
1601,17,3,1,4,0.3,0.3,99,95,86,3
1602,17,3,1,3,0.2,0.5,99,95,86,3
1603,17,4,89,23,0.6,1.4,17,43,53,3
1604,17,5,1,3,0.3,0.3,99,95,86,3
1605,17,5,50,16,0.7,1.5,56,26,13,3
1606,17,5,1,3,0.2,0.5,99,95,86,3
1607,17,5,1,3,0.3,0.3,99,95,86,3
1608,17,5,1,2,0.5,0.5,99,95,86,3
1609,17,5,1,4,0.5,0.6,99,95,86,3
1610,17,5,1,3,0.3,0.3,99,95,86,3
1611,17,5,1,3,0.3,0.3,99,95,86,3
1612,17,5,1,4,0.2,0.4,99,95,86,3
1613,17,5,13,15,0.3,0.7,1,5,8,3
1614,17,6,68,19,0.5,2,39,24,12,3
1615,17,7,75,20,0.3,1.2,68,59,53,3
1616,3,1,43,10,0.3,1,71,39,15,3
1617,3,1,18,6,0.3,1,99,95,86,3
1618,3,1,44,9,0.3,1.7,46,35,4,3
1619,3,1,57,11,0.5,1.3,72,57,56,3
1620,3,2,1,2,0.5,0.5,99,95,86,3
1621,3,2,1,2,0.5,0.7,99,95,86,3
1622,3,2,16,5,0.2,1.5,99,95,86,3
1623,3,2,7,5,0.2,0.7,99,95,86,3
1624,3,2,1,2,0.5,0.5,99,95,86,3
1625,3,2,1,2,0.5,0.5,99,95,86,3
1626,3,2,1,3,0.3,0.3,99,95,86,3
1627,3,2,1,2,0.5,0.5,99,95,86,3
1628,3,2,2,3,0.3,0.7,99,95,86,3
1629,3,2,2,4,0.2,0.6,99,95,86,3
1630,3,2,1,2,0.5,0.5,99,95,86,3
1631,3,2,1,2,0.5,0.5,99,95,86,3
1632,3,2,32,8,0.5,0.9,43,9,86,3
1633,3,3,5,6,0.5,1,99,95,86,3
1634,3,3,1,3,0.3,0.3,99,95,86,3
1635,3,3,1,4,0.2,0.5,99,95,86,3
1636,3,4,2,4,0.3,0.6,99,95,86,3
1637,3,4,2,4,0.3,0.7,99,95,86,3
1638,3,4,2,4,0.5,0.6,99,95,86,3
1639,3,4,2,4,0.3,0.7,99,95,86,3
1640,3,4,1,3,0.3,0.3,99,95,86,3
1641,3,4,9,7,0.4,1,0,95,86,3
1642,3,4,1,3,0.4,0.5,99,95,86,3
1643,3,4,18,9,0.3,1.1,35,15,9,3
1644,3,4,4,6,0.2,0.6,99,95,86,3
1645,3,5,10,6,0.6,1,99,95,86,3
1646,3,5,9,7,0.3,0.5,0,95,86,3
1647,3,5,19,8,0.3,1,28,2,86,3
1648,3,5,7,8,0.2,0.2,15,5,86,3
1649,3,6,2,4,0.2,0.3,99,95,86,3
1650,3,6,6,5,0.5,1.1,99,95,86,3
1651,3,6,2,3,0.4,1,99,95,86,3
1652,3,6,16,7,0.8,1.8,0,95,86,3
1653,3,6,9,6,0.3,1.2,99,95,86,3
1654,3,6,6,5,0.3,0.9,99,95,86,3
1655,3,7,11,6,0.7,1.9,99,95,86,3
1656,3,7,73,11,1,2.5,98,74,49,3
1657,3,8,72,16,0.5,1.4,60,55,44,3
1658,3,8,34,9,0.7,1.8,56,29,1,3
1659,3,8,61,10,0.6,1.6,91,73,40,3
1660,53,1,37,10,0.5,2.6,50,43,39,3
1661,53,2,1,3,0.3,0.3,99,95,86,3
1662,53,2,1,3,0.3,0.3,99,95,86,3
1663,53,2,1,2,0.5,0.5,99,95,86,3
1664,53,2,1,2,0.5,0.5,99,95,86,3
1665,53,2,1,2,0.5,0.5,99,95,86,3
1666,53,2,1,3,0.3,0.3,99,95,86,3
1667,53,2,4,5,0.3,1,99,95,86,3
1668,53,3,1,2,0.5,0.5,99,95,86,3
1669,53,3,1,3,0.3,0.3,99,95,86,3
1670,53,3,1,3,0.5,0.5,99,95,86,3
1671,53,3,1,3,0.3,0.5,99,95,86,3
1672,53,3,8,6,0.3,1,99,95,86,3
1673,53,4,30,8,0.5,2.5,15,2,86,3
1674,53,4,2,3,0.5,1.2,99,95,86,3
1675,53,4,12,5,1.2,3.1,99,95,86,3
1676,53,4,4,3,0.9,2.6,99,95,86,3
1677,53,4,51,12,1.6,4.5,47,34,10,3
1678,53,5,4,3,0.6,1.5,99,95,86,3
1679,53,5,16,6,0.3,1.5,99,95,86,3
1680,53,5,129,21,1,2.8,90,78,74,3
1681,1,1,1,3,0.3,0.3,99,95,86,3
1682,1,1,1,2,0.5,0.5,99,95,86,3
1683,1,1,1,2,0.5,0.5,99,95,86,3
1684,1,1,1,3,0.3,0.3,99,95,86,3
1685,1,1,1,2,0.5,0.5,99,95,86,3
1686,1,1,1,2,0.5,0.5,99,95,86,3
1687,1,1,1,2,0.5,0.5,99,95,86,3
1688,1,1,1,2,0.5,0.5,99,95,86,3
1689,1,1,1,1,1,3.315253255,99,95,86,3
1690,1,1,1,2,0.5,0.5,99,95,86,3
1691,1,1,1,2,0.5,0.5,99,95,86,3
1692,1,1,1,2,0.5,0.5,99,95,86,3
1693,1,1,1,2,0.5,0.5,99,95,86,3
1694,1,1,1,2,0.5,0.5,99,95,86,3
1695,1,1,1,3,0.3,0.3,99,95,86,3
1696,1,1,1,2,0.5,0.5,99,95,86,3
1697,1,1,1,2,0.5,0.5,99,95,86,3
1698,1,1,1,2,0.5,0.5,99,95,86,3
1699,1,1,1,2,0.5,0.5,99,95,86,3
1700,1,1,1,2,0.5,0.5,99,95,86,3
1701,1,1,1,2,0.5,0.5,99,95,86,3
1702,1,1,1,3,0.3,0.3,99,95,86,3
1703,1,2,1,3,0.3,0.3,99,95,86,3
1704,1,2,1,1,1,9.549781146,99,95,86,3
1705,1,2,1,3,0.3,0.5,99,95,86,3
1706,1,2,1,2,0.5,0.5,99,95,86,3
1707,1,2,1,2,0.5,0.5,99,95,86,3
1708,1,2,1,2,0.5,0.5,99,95,86,3
1709,1,2,1,2,0.5,0.5,99,95,86,3
1710,1,2,1,2,0.5,0.5,99,95,86,3
1711,1,2,1,2,0.5,0.5,99,95,86,3
1712,1,2,1,3,0.3,0.3,99,95,86,3
1713,1,2,1,3,0.3,0.3,99,95,86,3
1714,1,2,1,2,0.5,0.5,99,95,86,3
1715,1,2,1,2,0.5,0.5,99,95,86,3
1716,1,2,1,3,0.3,0.3,99,95,86,3
1717,1,2,1,2,0.5,0.5,99,95,86,3
1718,1,2,1,2,0.5,0.5,99,95,86,3
1719,1,2,1,3,0.3,0.3,99,95,86,3
1720,1,2,1,3,0.3,0.3,99,95,86,3
1721,1,2,1,2,0.5,0.5,99,95,86,3
1722,1,2,1,3,0.3,0.3,99,95,86,3
1723,1,2,1,1,1,7.088138422,99,95,86,3
1724,1,2,1,1,1,2.056199108,99,95,86,3
1725,1,3,2,5,0.2,0.5,99,95,86,3
1726,1,3,1,3,0.3,0.3,99,95,86,3
1727,1,3,4,6,0.2,0.6,99,95,86,3
1728,1,3,1,2,0.5,0.5,99,95,86,3
1729,1,3,1,3,0.3,0.3,99,95,86,3
1730,1,3,1,5,0.2,0.3,99,95,86,3
1731,1,3,1,2,0.5,0.5,99,95,86,3
1732,1,3,1,3,0.3,0.3,99,95,86,3
1733,1,3,1,2,0.5,0.5,99,95,86,3
1734,1,3,1,3,0.3,0.3,99,95,86,3
1735,1,3,1,4,0.3,0.3,99,95,86,3
1736,1,3,1,3,0.3,0.3,99,95,86,3
1737,1,3,2,6,0.3,0.4,99,95,86,3
1738,1,3,1,3,0.3,0.3,99,95,86,3
1739,1,3,1,5,0.3,0.3,99,95,86,3
1740,1,3,1,2,0.5,0.5,99,95,86,3
1741,1,3,6,8,0.2,0.5,6,1,86,3
1742,1,4,2,4,0.3,0.7,99,95,86,3
1743,1,4,1,3,0.3,0.5,99,95,86,3
1744,1,5,1,3,0.3,0.3,99,95,86,3
1745,1,5,1,2,0.5,0.5,99,95,86,3
1746,1,5,1,3,0.3,0.3,99,95,86,3
1747,1,5,1,3,0.3,0.5,99,95,86,3
1748,1,5,1,3,0.3,0.6,99,95,86,3
1749,1,5,1,3,0.2,0.5,99,95,86,3
1750,1,5,1,2,0.5,0.5,99,95,86,3
1751,1,5,1,4,0.2,0.5,99,95,86,3
1752,1,6,1,3,0.3,0.3,99,95,86,3
1753,1,6,1,3,0.3,0.3,99,95,86,3
1754,1,6,1,3,0.3,0.3,99,95,86,3
1755,1,6,1,2,0.5,0.5,99,95,86,3
1756,1,6,1,3,0.3,0.3,99,95,86,3
1757,1,6,1,2,0.5,0.5,99,95,86,3
1758,1,6,1,3,0.3,0.3,99,95,86,3
1759,1,6,1,2,0.5,0.5,99,95,86,3
1760,1,6,1,3,0.3,0.3,99,95,86,3
1761,1,6,1,2,0.5,0.5,99,95,86,3
1762,1,6,1,2,0.5,0.5,99,95,86,3
1763,1,6,1,3,0.3,0.3,99,95,86,3
1764,1,6,1,3,0.3,0.3,99,95,86,3
1765,1,6,1,3,0.3,0.3,99,95,86,3
1766,1,6,1,3,0.3,0.3,99,95,86,3
1767,1,7,1,4,0.3,0.6,99,95,86,3
1768,1,7,1,3,0.3,0.3,99,95,86,3
1769,1,7,1,2,0.5,0.5,99,95,86,3
1770,1,7,1,3,0.3,0.3,99,95,86,3
1771,1,7,1,3,0.3,0.3,99,95,86,3
1772,1,7,1,4,0.3,0.7,99,95,86,3
1773,1,7,1,3,0.3,0.3,99,95,86,3
1774,1,7,1,3,0.3,0.3,99,95,86,3
1775,1,7,1,5,0.2,0.4,99,95,86,3
1776,1,7,1,3,0.3,0.3,99,95,86,3
1777,1,7,1,3,0.3,0.3,99,95,86,3
1778,1,7,1,4,0.2,0.3,99,95,86,3
1779,1,7,1,3,0.3,0.3,99,95,86,3
1780,1,7,1,2,0.5,0.5,99,95,86,3
1781,1,7,1,3,0.2,0.3,99,95,86,3
1782,1,7,1,3,0.3,0.3,99,95,86,3
1783,1,8,2,5,0.3,0.7,99,95,86,3
1784,1,8,1,3,0.3,0.3,99,95,86,3
1785,1,8,1,2,0.5,0.5,99,95,86,3
1786,1,8,1,2,0.5,0.5,99,95,86,3
1787,1,8,1,3,0.3,0.3,99,95,86,3
1788,1,8,1,2,0.5,0.5,99,95,86,3
1789,1,8,1,3,0.3,0.3,99,95,86,3
1790,1,8,1,3,0.3,0.3,99,95,86,3
1791,1,8,1,3,0.3,0.3,99,95,86,3
1792,1,8,1,4,0.3,0.4,99,95,86,3
1793,1,8,1,2,0.5,0.5,99,95,86,3
1794,1,8,1,4,0.2,0.4,99,95,86,3
1795,1,8,1,3,0.3,0.5,99,95,86,3
1796,1,8,1,2,0.5,0.5,99,95,86,3
1797,1,8,2,6,0.2,0.3,99,95,86,3
1798,1,8,1,2,0.5,0.5,99,95,86,3
1799,1,8,1,3,0.3,0.3,99,95,86,3
1800,1,8,1,2,0.5,0.5,99,95,86,3
1801,1,8,1,3,0.3,0.3,99,95,86,3
1802,1,8,1,2,0.5,0.5,99,95,86,3
1803,1,8,1,2,0.5,0.5,99,95,86,3
1804,1,8,1,3,0.3,0.3,99,95,86,3
1805,1,8,4,8,0.2,0.5,7,1,86,3
1806,48,1,1,3,0.3,0.3,99,95,86,3
1807,48,1,1,2,0.5,0.5,99,95,86,3
1808,48,1,1,3,0.3,0.3,99,95,86,3
1809,48,1,1,4,0.2,0.5,99,95,86,3
1810,48,1,4,7,0.2,0.6,0,95,86,3
1811,48,1,1,4,0.2,0.6,99,95,86,3
1812,48,1,1,2,0.5,0.5,99,95,86,3
1813,48,1,1,2,0.5,0.5,99,95,86,3
1814,48,1,1,2,0.5,0.5,99,95,86,3
1815,48,1,11,9,0.2,0.7,36,26,1,3
1816,48,2,1,4,0.2,0.5,99,95,86,3
1817,48,2,1,1,1,0.494105089,99,95,86,3
1818,48,2,1,2,0.5,0.5,99,95,86,3
1819,48,2,3,5,0.2,0.8,99,95,86,3
1820,48,2,1,4,0.4,0.5,99,95,86,3
1821,48,2,1,3,0.3,0.3,99,95,86,3
1822,48,2,6,6,0.2,0.8,99,95,86,3
1823,48,3,4,6,0.2,0.7,99,95,86,3
1824,48,3,66,16,0.2,0.8,94,82,68,3
1825,48,4,1,3,0.3,0.3,99,95,86,3
1826,48,4,1,2,0.5,0.5,99,95,86,3
1827,48,4,1,2,0.5,0.5,99,95,86,3
1828,48,4,1,3,0.3,0.3,99,95,86,3
1829,48,4,1,2,0.5,0.5,99,95,86,3
1830,48,4,1,3,0.3,0.3,99,95,86,3
1831,48,4,1,3,0.3,0.3,99,95,86,3
1832,48,4,1,4,0.3,0.3,99,95,86,3
1833,48,4,1,2,0.5,0.5,99,95,86,3
1834,48,4,3,6,0.2,0.6,99,95,86,3
1835,48,4,1,3,0.3,0.3,99,95,86,3
1836,48,4,2,6,0.2,0.5,99,95,86,3
1837,48,4,9,8,0.2,0.7,12,1,86,3
1838,48,4,3,6,0.2,0.6,99,95,86,3
1839,48,5,22,9,0.2,0.8,37,7,0,3
1840,48,6,1,2,0.5,0.5,99,95,86,3
1841,48,5,25,8,0.2,0.8,45,8,86,3
1842,48,6,1,4,0.3,0.3,99,95,86,3
1843,48,6,15,8,0.2,0.6,32,7,86,3
1844,42,1,48,13,1.3,2.6,40,29,29,3
1845,42,2,1,3,0.3,0.3,99,95,86,3
1846,42,2,29,10,0.3,0.8,33,15,10,3
1847,42,2,23,7,0.5,0.9,27,95,86,3
1848,42,2,104,20,0.8,1.3,87,56,42,3
1849,42,3,1,3,0.3,0.3,99,95,86,3
1850,42,3,1,2,0.5,0.5,99,95,86,3
1851,42,3,1,3,0.3,0.3,99,95,86,3
1852,42,3,16,6,0.3,1.1,99,95,86,3
1853,42,3,15,6,0.3,0.9,99,95,86,3
1854,42,3,2,3,0.3,0.8,99,95,86,3
1855,42,3,69,16,0.6,1.4,58,46,54,3
1856,42,4,8,4,0.3,2,99,95,86,3
1857,42,4,7,4,0.3,2.2,99,95,86,3
1858,42,4,36,7,0.6,3.3,0,95,86,3
1859,42,5,94,16,0.5,2.5,63,66,76,3
1860,42,6,91,18,1,2.1,57,47,61,3
1861,42,7,1,4,0.2,0.6,99,95,86,3
1862,42,7,1,3,0.2,0.4,99,95,86,3
1863,42,7,20,7,0.5,1.3,13,95,86,3
1864,42,7,1,3,0.3,0.3,99,95,86,3
1865,42,7,1,3,0.3,0.3,99,95,86,3
1866,42,7,1,3,0.3,0.3,99,95,86,3
1867,42,7,1,2,0.5,0.5,99,95,86,3
1868,42,7,26,9,0.6,2.1,40,24,1,3
1869,42,10,30,11,0.5,0.9,60,41,14,3
1870,42,10,1,3,0.3,0.3,99,95,86,3
1871,42,10,1,3,0.3,0.3,99,95,86,3
1872,42,10,1,2,0.5,0.5,99,95,86,3
1873,42,10,1,3,0.2,0.7,99,95,86,3
1874,42,10,1,3,0.3,0.3,99,95,86,3
1875,42,10,24,11,0.3,1,55,35,8,3
1876,42,10,27,9,0.6,1.5,40,25,0,3
1877,42,10,1,3,0.3,0.3,99,95,86,3
1878,42,10,1,2,0.5,0.5,99,95,86,3
1879,42,10,13,10,0.3,0.7,15,25,9,3
1880,42,10,2,4,0.3,0.6,99,95,86,3
1881,8,1,1,3,0.3,0.3,99,95,86,0
1882,8,1,1,3,0.3,0.3,99,95,86,0
1883,8,1,1,2,0.5,0.5,99,95,86,0
1884,8,1,1,2,0.5,0.5,99,95,86,0
1885,8,1,1,3,0.3,0.3,99,95,86,0
1886,8,1,1,2,0.5,0.5,99,95,86,0
1887,8,1,1,3,0.3,0.3,99,95,86,0
1888,8,1,1,2,0.5,0.5,99,95,86,0
1889,8,1,1,4,0.3,0.3,99,95,86,0
1890,8,1,1,3,0.3,0.3,99,95,86,0
1891,8,1,1,2,0.5,0.5,99,95,86,0
1892,8,1,1,3,0.3,0.3,99,95,86,0
1893,8,1,1,4,0.3,0.3,99,95,86,0
1894,8,1,1,2,0.5,0.5,99,95,86,0
1895,8,1,1,3,0.3,0.3,99,95,86,0
1896,8,1,1,3,0.4,0.4,99,95,86,0
1897,8,1,1,3,0.3,0.3,99,95,86,0
1898,8,1,1,2,0.5,0.5,99,95,86,0
1899,8,1,1,4,0.2,0.3,99,95,86,0
1900,8,2,1,2,0.5,0.5,99,95,86,0
1901,8,2,1,3,0.4,0.4,99,95,86,0
1902,8,2,1,3,0.3,0.3,99,95,86,0
1903,8,2,1,3,0.2,0.7,99,95,86,0
1904,8,2,1,2,0.5,0.5,99,95,86,0
1905,8,2,2,2,0.8,0.8,99,95,86,0
1906,8,2,1,1,1,5.070943313,99,95,86,0
1907,8,2,2,3,0.7,0.7,99,95,86,0
1908,8,2,1,2,0.5,0.5,99,95,86,0
1909,8,2,1,3,0.3,0.3,99,95,86,0
1910,8,2,1,2,0.5,0.5,99,95,86,0
1911,8,2,1,2,0.5,0.5,99,95,86,0
1912,8,2,5,6,0.2,1,99,95,86,0
1913,8,2,1,2,0.5,0.5,99,95,86,0
1914,8,2,6,6,0.3,1.2,99,95,86,0
1915,8,2,1,2,0.5,0.5,99,95,86,0
1916,8,2,7,6,0.7,0.8,99,95,86,0
1917,8,3,1,3,0.2,0.5,99,95,86,0
1918,8,3,2,3,0.3,1,99,95,86,0
1919,8,3,1,3,0.4,0.4,99,95,86,0
1920,8,3,1,2,0.5,0.5,99,95,86,0
1921,8,3,1,3,0.3,0.3,99,95,86,0
1922,8,3,2,4,0.3,0.6,99,95,86,0
1923,8,3,1,3,0.2,0.7,99,95,86,0
1924,8,3,1,2,0.5,0.5,99,95,86,0
1925,8,3,1,2,0.5,0.5,99,95,86,0
1926,8,3,1,2,0.5,0.5,99,95,86,0
1927,8,3,1,3,0.3,0.6,99,95,86,0
1928,8,3,1,3,0.2,0.6,99,95,86,0
1929,8,3,1,2,0.5,0.5,99,95,86,0
1930,8,3,2,5,0.2,0.6,99,95,86,0
1931,8,3,16,10,0.2,0.8,28,10,5,0
1932,8,3,1,3,0.3,0.3,99,95,86,0
1933,8,3,1,2,0.5,0.5,99,95,86,0
1934,8,3,16,10,0.4,1,29,10,2,0
1935,8,3,28,13,0.6,1.3,42,36,37,0
1936,8,4,1,3,0.3,0.3,99,95,86,0
1937,8,4,1,3,0.3,0.3,99,95,86,0
1938,8,4,1,2,0.5,0.5,99,95,86,0
1939,8,4,1,3,0.2,0.7,99,95,86,0
1940,8,4,1,3,0.3,0.3,99,95,86,0
1941,8,4,1,2,0.5,0.5,99,95,86,0
1942,8,4,1,4,0.4,0.4,99,95,86,0
1943,8,4,1,3,0.3,0.3,99,95,86,0
1944,8,4,6,6,0.2,0.7,99,95,86,0
1945,8,4,1,3,0.2,0.7,99,95,86,0
1946,8,4,1,2,0.5,0.5,99,95,86,0
1947,8,4,1,2,0.5,0.5,99,95,86,0
1948,8,4,2,4,0.2,0.5,99,95,86,0
1949,8,4,2,5,0.2,0.7,99,95,86,0
1950,8,4,1,4,0.2,0.3,99,95,86,0
1951,8,4,53,14,0.8,2.1,52,53,48,0
1952,8,4,2,5,0.2,0.6,99,95,86,0
1953,8,4,33,13,0.3,1,50,41,35,0
1954,8,5,1,3,0.3,0.3,99,95,86,0
1955,8,5,1,2,0.5,0.5,99,95,86,0
1956,8,5,1,3,0.3,0.3,99,95,86,0
1957,8,5,80,16,0.6,1,93,86,58,0
1958,8,5,1,2,0.5,0.5,99,95,86,0
1959,8,5,2,3,0.4,1,99,95,86,0
1960,8,5,1,3,0.2,0.3,99,95,86,0
1961,8,5,71,18,0.2,1,69,63,57,0
1962,8,6,1,3,0.3,0.3,99,95,86,0
1963,8,6,1,3,0.3,0.7,99,95,86,0
1964,8,6,1,3,0.3,0.3,99,95,86,0
1965,8,6,1,2,0.5,0.5,99,95,86,0
1966,8,6,1,3,0.4,0.6,99,95,86,0
1967,8,6,8,6,0.3,1,99,95,86,0
1968,8,6,65,15,1,2.5,70,65,58,0
1969,8,6,53,15,0.2,0.8,60,53,52,0
1970,8,7,1,2,0.5,0.5,99,95,86,0
1971,8,7,1,2,0.5,0.5,99,95,86,0
1972,8,7,1,3,0.3,0.3,99,95,86,0
1973,8,7,1,3,0.2,0.6,99,95,86,0
1974,8,7,8,6,0.5,1.7,99,95,86,0
1975,8,7,2,4,0.2,0.7,99,95,86,0
1976,8,7,2,4,0.2,0.8,99,95,86,0
1977,8,7,1,3,0.3,0.3,99,95,86,0
1978,8,7,1,2,0.5,0.5,99,95,86,0
1979,8,7,1,3,0.3,0.3,99,95,86,0
1980,8,7,1,1,1,2.331485706,99,95,86,0
1981,8,7,2,4,0.2,0.5,99,95,86,0
1982,8,7,1,4,0.3,0.3,99,95,86,0
1983,8,7,1,2,0.5,0.5,99,95,86,0
1984,8,7,1,2,0.5,0.5,99,95,86,0
1985,8,7,1,1,1,3.412006981,99,95,86,0
1986,8,7,1,3,0.3,0.3,99,95,86,0
1987,8,7,1,3,0.3,0.6,99,95,86,0
1988,8,7,7,6,0.2,0.5,99,95,86,0
1989,8,7,5,5,0.2,0.6,99,95,86,0
1990,8,7,1,3,0.3,0.3,99,95,86,0
1991,55,1,1,3,0.3,0.7,99,95,86,0
1992,55,2,2,3,0.3,0.9,99,95,86,0
1993,55,3,1,3,0.3,0.3,99,95,86,0
1994,55,3,1,1,1,5.05131208,99,95,86,0
1995,55,3,1,2,0.5,0.5,99,95,86,0
1996,55,3,1,2,0.5,0.5,99,95,86,0
1997,55,3,1,3,0.3,0.3,99,95,86,0
1998,55,4,1,2,0.5,0.5,99,95,86,0
1999,55,4,1,3,0.3,0.3,99,95,86,0
2000,55,4,1,1,1,9.102013304,99,95,86,0
2001,55,4,1,2,0.5,0.5,99,95,86,0
2002,55,4,1,3,0.2,0.6,99,95,86,0
2003,55,4,1,3,0.3,0.3,99,95,86,0
2004,55,5,1,3,0.3,0.3,99,95,86,0
2005,55,5,1,2,0.5,0.5,99,95,86,0
2006,55,5,1,3,0.3,0.3,99,95,86,0
2007,55,5,1,2,0.5,0.5,99,95,86,0
2008,55,5,1,3,0.3,0.3,99,95,86,0
2009,55,5,1,2,0.5,0.5,99,95,86,0
2010,55,5,1,3,0.3,0.3,99,95,86,0
2011,55,5,1,3,0.3,0.3,99,95,86,0
2012,55,5,1,2,0.5,0.5,99,95,86,0
2013,55,5,1,3,0.3,0.3,99,95,86,0
2014,55,5,1,2,0.5,0.5,99,95,86,0
2015,55,5,1,2,0.5,0.5,99,95,86,0
2016,55,5,1,3,0.3,0.3,99,95,86,0
2017,55,5,1,2,0.5,0.5,99,95,86,0
2018,55,5,1,2,0.5,0.5,99,95,86,0
2019,55,5,1,2,0.5,0.5,99,95,86,0
2020,55,5,1,2,0.5,0.5,99,95,86,0
2021,55,5,1,3,0.3,0.3,99,95,86,0
2022,55,5,1,3,0.3,0.3,99,95,86,0
2023,55,5,1,2,0.5,0.5,99,95,86,0
2024,55,5,1,1,1,6.580516941,99,95,86,0
2025,55,5,1,3,0.3,0.3,99,95,86,0
2026,22,1,1,2,0.5,0.5,99,95,86,0
2027,22,1,1,2,0.5,0.5,99,95,86,0
2028,22,1,1,3,0.3,0.3,99,95,86,0
2029,22,1,1,4,0.2,0.3,99,95,86,0
2030,22,1,84,19,0.3,0.8,68,65,60,0
2031,22,2,1,4,0.3,0.3,99,95,86,0
2032,22,2,1,3,0.3,0.3,99,95,86,0
2033,22,2,1,2,0.5,0.5,99,95,86,0
2034,22,2,1,3,0.3,0.3,99,95,86,0
2035,22,2,1,2,0.5,0.5,99,95,86,0
2036,22,2,1,3,0.3,0.3,99,95,86,0
2037,22,2,1,3,0.3,0.3,99,95,86,0
2038,22,2,1,5,0.2,0.3,99,95,86,0
2039,22,3,1,3,0.3,0.8,99,95,86,0
2040,22,3,2,3,0.3,1.2,99,95,86,0
2041,22,3,63,16,1,2,49,51,54,0
2042,22,4,64,12,1.6,4,91,62,35,0
2043,22,5,1,3,0.3,0.3,99,95,86,0
2044,22,5,2,3,0.5,1,99,95,86,0
2045,22,5,1,1,1,6.957316703,99,95,86,0
2046,22,5,42,13,0.5,1.7,50,36,62,0
2047,22,5,1,2,0.5,0.5,99,95,86,0
2048,22,5,4,5,0.6,1.1,99,95,86,0
2049,22,5,3,5,0.5,1,99,95,86,0
2050,22,5,1,3,0.3,0.3,99,95,86,0
2051,22,5,1,3,0.5,0.6,99,95,86,0
2052,22,5,73,16,1,1.2,79,92,81,0
2053,22,6,1,3,0.3,0.3,99,95,86,0
2054,22,6,1,3,0.3,0.3,99,95,86,0
2055,22,6,7,9,0.2,0.6,13,8,0,0
2056,22,6,1,3,0.3,0.3,99,95,86,0
2057,22,6,1,3,0.4,0.8,99,95,86,0
2058,22,6,1,3,0.6,0.6,99,95,86,0
2059,22,7,24,9,0.2,0.5,40,32,4,0
2060,22,7,1,4,0.3,0.3,99,95,86,0
2061,22,7,1,2,0.5,0.5,99,95,86,0
2062,22,7,1,3,0.3,0.3,99,95,86,0
2063,22,7,1,4,0.3,0.3,99,95,86,0
2064,22,7,2,5,0.2,0.3,99,95,86,0
2065,22,7,6,8,0.2,0.2,11,5,86,0
2066,22,8,1,4,0.3,0.3,99,95,86,0
2067,22,8,1,3,0.3,0.3,99,95,86,0
2068,22,8,1,6,0.2,0.2,99,95,86,0
2069,22,8,1,3,0.3,0.3,99,95,86,0
2070,22,8,1,2,0.5,0.5,99,95,86,0
2071,22,9,1,4,0.3,0.3,99,95,86,0
2072,22,9,5,7,0.2,0.2,5,95,86,0
2073,22,9,1,6,0.2,0.2,99,95,86,0
2074,22,9,3,6,0.5,0.6,99,95,86,0
2075,22,9,1,3,0.3,0.3,99,95,86,0
2076,22,9,70,18,0.2,1,50,61,65,0
2077,22,10,12,8,0.7,1.1,10,1,86,0
2078,22,10,1,3,0.3,0.3,99,95,86,0
2079,22,10,1,2,0.5,0.5,99,95,86,0
2080,22,10,70,16,1.1,2,82,75,67,0
2081,22,10,2,4,0.2,0.6,99,95,86,0
2082,22,10,1,3,0.3,0.3,99,95,86,0
2083,22,10,1,3,0.3,0.3,99,95,86,0
2084,22,10,1,2,0.5,0.5,99,95,86,0
2085,22,10,15,9,0.2,0.5,46,16,0,0
2086,22,10,18,9,0.2,0.5,40,34,5,0
2087,34,1,1,3,0.3,0.3,99,95,86,0
2088,34,1,1,2,0.5,0.5,99,95,86,0
2089,34,1,1,2,0.5,0.5,99,95,86,0
2090,34,1,1,3,0.3,0.3,99,95,86,0
2091,34,1,9,7,0.5,1.8,0,95,86,0
2092,34,1,4,5,0.4,1,99,95,86,0
2093,34,1,1,3,0.3,0.5,99,95,86,0
2094,34,1,1,3,0.3,0.3,99,95,86,0
2095,34,1,1,3,0.3,0.4,99,95,86,0
2096,34,1,1,4,0.2,0.4,99,95,86,0
2097,34,1,4,6,0.2,0.6,99,95,86,0
2098,34,2,1,2,0.5,0.5,99,95,86,0
2099,34,2,1,2,0.5,0.5,99,95,86,0
2100,34,2,1,3,0.4,0.4,99,95,86,0
2101,34,2,1,3,0.3,0.3,99,95,86,0
2102,34,2,1,3,0.3,0.3,99,95,86,0
2103,34,2,1,3,0.3,0.3,99,95,86,0
2104,34,2,1,3,0.3,0.3,99,95,86,0
2105,34,2,1,3,0.3,0.3,99,95,86,0
2106,34,2,1,2,0.5,0.5,99,95,86,0
2107,34,2,3,6,0.2,0.6,99,95,86,0
2108,34,2,1,2,0.5,0.5,99,95,86,0
2109,34,2,1,3,0.3,0.3,99,95,86,0
2110,34,2,1,4,0.2,0.3,99,95,86,0
2111,34,3,60,18,0.3,1.5,14,26,53,0
2112,34,4,3,4,0.2,1,99,95,86,0
2113,34,4,1,3,0.3,0.3,99,95,86,0
2114,34,4,3,5,0.2,0.8,99,95,86,0
2115,34,4,1,3,0.3,0.3,99,95,86,0
